speaker,saying,categories
H.W. 롱펠로,쓸쓸한 듯이 과거를 돌아보지 마라. 그것은 두 번 다시 되돌아오지 않으므로 주저하지 말고 현재를 개선하라.,"['과거', '현재', '개선']"
B. 스피노자,나는 다른 사람의 행동을 비웃거나 탄식하거나 싫어하지 않았다. 오로지 이해하려고만 하였다.,"['사람', '행동', '이해']"
세네카,"당신을 해친 자는 당신보다 강했거나 약한 자였다. 그가 당신보다 약한 자였다면 그를 용서하고, 그가 당신보다 강한 자였다면 당신 자신을 용서하라.","['용서', '강자', '약자']"
공자,사람이란 그 얼굴이나 용맹이나 조상이나 문벌을 가지고 이야기할 것이 아니다. 다만 독서한 학문인이라야 더불어 이야기할 수 있느니라.,"['독서', '학문']"
『명심보감』,독서는 집안을 일으키는 근본.,['독서']
『탈무드』,군중 앞에서 남을 창피하게 만드는 것은 피를 흘리는 것과 같은 것이다.,"['망신', '창피', '인간관계']"
『탈무드』,극형(極刑)을 언도하기 전의 판사는 자기 목이 매달려지는 것 같은 심정이어야 한다.,"['판사', '판결']"
사르트르,배신자는 죄인의 기생충이다.,['배신자']
버나드 쇼,우리 인류에 대한 최대의 죄는 그들을 미워하는 것이 아니라 무관심에 있다. 그것은 비인간성의 정수(精髓)이다.,"['인류', '죄(sin)', '무관심']"
에머슨,"문명인은 철도 객차를 만들어 내었으나, 자기의 두 다리를 못쓰게 했다.","['문명', '사람', '철도']"
슈바이처,"철학의 궁극적인 임무는 일반적인 이성의 지도자, 감시인이 되는 일이다.","['철학', '이성(reason)']"
카를 마르크스,사치는 가난이나 마찬가지로 악덕이다. 우리들의 목표는 풍부하게 소유하는데 있는 것이 아니고 풍성하게 존재하는 것이어야 한다.,"['사치', '악덕', '인생']"
몽테뉴,모든 덕 가운데서 가장 강하고 고결하고 자랑스러운 것은 진정한 용기다.,"['덕(virtue)', '용기']"
맹자,"백성을 살리기 위한 방도를 쓰다가 우연한 결과로 백성을 죽이는 일이 생긴다 해도, 백성은 비록 죽는 한이 있더라도 그 죽인 자를 원망하지 않는다.","['백성', '원망', '정치']"
존 러스킨,인간의 참된 신앙이란 휴식을 취하기 위한 것이다. 그것은 오로지 삶에 대한 힘을 얻기 위해서이다.,"['신앙', '휴식', '삶']"
라 로시푸코,일반적으로 우리들이 남을 칭찬하는 것은 결국 우리 자신이 칭찬 받으려는 기대에서 비롯되는 것이다.,"['칭찬', '자기자신']"
김수미,인연은 언제 어디서 나타날지 모르는 법이다. 집에 왔는데 그 여자 생각이 난다. 그러면 시작인 것이다.,"['인연', '사랑']"
톨스토이,"단순히 암기해서 얻은 지식은 지식이 아니며, 부단히 노력해서 얻은 지식만이 진정한 지식이다.","['암기', '지식']"
발타자르 그라시안,대화에서는 사리분별을 가려서 말을 하는 것이 웅변에서 청중을 사로잡는 것보다 더 중요하다.,"['대화', '말(words)', '웅변']"
셰익스피어,요란스러운 옷은 못 쓴다. 옷은 바로 그 사람의 인품을 나타내 보인다.,"['옷(clothes)', '인품']"
세네카,사람의 괴로움이 그다지 크지 않을 때는 그것에 대한 말을 꺼낼 수 있지만 그 괴로움이 너무 크면 아예 입을 열 수조차 없다.,"['괴로움', '말(words)']"
몽테뉴,"부귀도 명예도, 그리고 지식도 미덕도 사랑도 건강이 없으면 모두 낡고 사라져 버린다.","['건강', '삶']"
노자,"지혜로운 사람은 보석으로 존중받기도 원치 않으며, 돌로 무시 받기도 원치 않는다.","['지자', '존중', '무시']"
세네카,"소유할 수 있는 책 전부를 읽을 수 없는 한, 읽을 수 있는 만큼의 책만을 소유하면 충분하다.","['책(book)', '독서']"
그라시안,어떤 사람들은 책의 가치를 그 두께로 평가한다.,['책(book)']
마광수,내일의 행복을 위해 오늘의 행복을 희생시켜서는 안된다. 그러면 내일도 불행해 진다.,"['행복', '오늘', '내일']"
마광수,가리지 말고 골고루 먹어야 건강에 좋다고들 하지만 그렇게 먹으면 병에 걸린다.자신의 혓바닥을 믿고서 입맛에 당기는 것만 골라 먹어야 병에 안걸린다.,"['편식', '건강', '식사']"
J. 러스킨,참된 위인의 최초의 테스트는 그 겸손에 있다.,"['위인', '겸손']"
아리스토텔레스,현자의 목표는 환락의 획득에 있지 않고 고통의 회피에 있다.,"['현자', '고통']"
괴테,바보는 결코 걱정하지 않는다.,"['바보', '걱정']"
앤드류 매튜스,좋은 결과를 얻고 싶다면 몸으로 연습하는 것과 꼭 같이 마음속으로도 연습할 필요가 있다.,"['결과', '연습']"
앤드류 매튜스,웃으면 사람의 몸과 마음을 이롭게 하는 온갖 경이로운 일들이 일어난다.,['웃음']
와일드,야심은 실패의 최후의 피난처이다.,"['야심', '실패']"
아우렐리우스,인내는 정의의 일종이다.,"['인내', '정의']"
로망 롤랑,무수한 사람들 가운데는 나와 뜻을 같이할 사람이 한 둘은 있을 것이다. 그것으로 충분하다. 공기를 호흡하는 데는 창문 하나로도 족하다.,"['뜻', '생각', '의견', '사상']"
헤시오도스,"남의 험담을 하면, 곧 당신의 험담이 돌아오는 줄 알아라.","['험담', '말(words)']"
르네 데카르트,"인간에게 필요한 가장 중요한 지식은 어떻게 살 것인가, 어떻게 하면 악을 멀리하고 선을 더 많이 행할 수 있는가 하는 것이다.","['인간', '지식', '삶', '선행']"
피터 드러커,"진정한 어려움은 우리가 필요로 하는 목표를 결정하는 것이 아니라, 그것들을 어떻게 설정하는가 하는 것이다.","['목표', '어려움']"
앨빈 토플러,작은 일을 할 때도 큰 그림을 그리며 실행하라 그래야 올바른 방향을 갈 수 있다.,"['일(work)', '방향']"
조지 마셜,어떠한 역경속에서도 승리함으로써 자기 능력을 드러내는 것이야 말로 진정한 리더이다.,"['역경', '리더(leader)']"
헨리 키신저,모든 위대한 성과는 현실 이전에 비전이었다.,"['성과', '비전(vision)']"
나폴레옹 보나파트,병사라는 존재는 훈장 쪼가리 하나를 위해 길고 긴 전쟁을 한다.,"['병사', '전쟁']"
존 드라이든,"보물은 부(富)요, 쾌락은 감미롭고, 고통 뒤의 즐거움이 달다.","['쾌락', '고통', '즐거움']"
에드먼드 버크,어떤 변화의 방법이 없는 국가는 보존의 방법도 없다.,"['국가', '변화']"
『성경』 잠언 14:34,"정의는 나라를 높이지만, 죄는 민족을 욕되게 한다.","['정의', '국가', '죄(sin)', '민족']"
임어당,천재는 샘 분비의 과잉에 지나지 않는 것 같다.,['천재']
보브나르그,자만을 평민을 최고의 귀족과 같게 만들려고 한다.,['자만']
스위프트,"전쟁은 자존심의 아들이요, 자존심은 부자의 딸이다.","['전쟁', '자존심']"
김대중,대화를 할 줄 모르는 사람은 민주주의를 할 준비가 되어 있지 않은 사람입니다. 그리고 들을 준비가 되어 있지 않은 사람은 대화의 파트너로서의 자격이 없는 사람입니다. 경청이야말로 최고의 대화인 것입니다.,"['대화', '민주주의', '경청']"
H.D. 도로,"책은 비장된 이 세계의 재산이요, 세대에 알맞는 민족의 상속 재산이다.","['책(book)', '재산']"
볼테르,어리석은 사람은 이름난 작가의 것이라면 무엇이든지 찬미한다. 나는 오직 나를 위해서만 읽는다.,"['독서', '자기자신']"
비어스,"재난에는 두 종류가 있다. 즉, 우리에게는 불운을. 다른 사람에게는 행복을.","['재난', '불운', '행복']"
키케로,사는 것은 생각하는 것이다.,"['삶', '생각']"
셰익스피어,"내가 먹는 것은 내가 벌고, 내가 입는 것은 내가 구하고, 아무도 미워하지도 않고, 남의 행복을 샘내지도 않으며, 남의 좋은 일을 기뻐하고, 내 어려움을 만족한다.","['삶', '생활', '인생살이']"
C. 몰리,인생을 소신껏 살 수 있다는 것이야말로 단 하나의 성공이다.,"['인생', '소신', '성공']"
『구약성서』,귀를 막아 가난한 자의 부르짖는 소리를 듣지 아니하면 자기가 부르짖을 때에도 들을 자가 없으리라.,"['가난', '나눔']"
J.J. 루소,능력과 욕망이 조화된 사람일수록 절대적으로 행복한 사람이라고 할 수 있다.,"['사람', '행복']"
베버,두 번 읽을 가치가 없는 책은 한 번 읽을 가치도 없다.,"['책(book)', '독서']"
리처드 바크,배운다는 것은 당신이 이미 아는 것을 찾아내는 것이다. 행한다는 것은 당신이 알고 있다는 것을 증명하는 것이다.,"['배움', '실행']"
H. 게도,한 가지 일이 늦어지면 만사가 늦어진다.,"['일(work)', '만사']"
T. 헤이우드,뛰기 전에 보라.,"['실행', '목표', '준비']"
『구약성서』,지혜를 버리지 마라. 그가 너를 보호하리라. 그를 사랑하라. 그가 너를 지키리라. 지혜가 제일이니 지혜를 얻어라. 무릇 너의 얻은 것을 가져 명철을 얻을지니라.,"['지혜', '보호']"
존 밀턴,좋은 책은 인류에게 불멸의 정신이다.,"['책(book)', '정신']"
코르네이유,혼자 있는 사람은 모두 약속을 지키는 인간이다.,"['혼자', '약속']"
J.S. 밀,인간의 자유를 빼앗는 것은 폭군이나 악법보다도 실로 사회의 습관이다.,"['인간', '자유', '사회', '습관']"
『회남자』,"자기를 초월하여 허심 탄회하게 처세하면 누가 나를 탓하랴. 도(道)를 좇지 않고 꾀만 부리면 반드시 파탄이 오고, 착한 마음씨를 갖지 않고 재간만 부리는 자는 반드시 궁지에 몰리리라.","['처세', '자기자신']"
호메로스,"상호 신뢰와 상호 협조로서 위대한 업적이 이루어지며, 위대한 발견도 생긴다.","['신뢰', '협조']"
애디슨,모든 동물에 있어서 가장 큰 욕망은 육욕과 기아이다.,"['동물', '욕망']"
몰리에르,질투 많은 사람들의 사랑은 증오처럼 되어 있다.,"['질투', '사랑']"
플리니우스,고통에는 한도가 있지만 공포에는 한도가 없다.,"['고통', '공포']"
실러,누구도 무서워하지 않는 자는 누구나가 무서워하는 자에게 뒤떨어지지 않는 강한 자다.,"['두려움', '강자']"
릴케,가난함은 신체의 내부에서 비치는 아름다운 빛과 다름없다.,"['청빈', '가난']"
『예기』,예는 자신을 스스로 낮추어 남을 존경하는 것이다.,"['예(etiquette)', '존경']"
소크라테스,"행복을 자기 자신 밖에서 발견하려고 하는 사람은 잘못된 사람이다. 현재의 생활, 또는 미래의 생활, 그 어느 것에 있어서나 자기 자신 이외의 것에서 행복을 구하려는 것은 잘못된 것이다.","['행복', '자기자신']"
T. 칼라일,자기의 할 일을 발견하고 일에 신념을 지닌 사람은 행복하다.,"['일(work)', '직업', '신념', '행복']"
H. 헤세,불운만큼 우리의 영혼에 자극을 주고 수확을 가져다주는 것도 없다.,"['불운', '영혼']"
토머스 페인,자신의 자유를 보장받으려는 사람은 반드시 자신의 적까지도 억압으로부터 보호해야 한다. 이 의무를 저버린다면 결국 스스로 쌓은 전례가 자신에게로 돌아갈 것이기 때문이다.,"['자유', '적(enemy)', '억압']"
페스탈로치,교육의 목적은 인간성의 조화적 발달에 있다.,"['교육', '인간성']"
토머스 에디슨,성공이란 그 결과로 측정되기보다는 그것에 소비한 노력의 총계로 따져야 할 것이다.,"['성공', '결과', '노력']"
B. 쇼,증오는 협박을 당한 데 대한 겁쟁이의 복수심이다.,"['증오', '겁쟁이']"
몽테뉴,생각에 부끄럽지 않은 것을 말하기 부끄러워하지 말라.,"['말(words)', '부끄러움']"
프랭클린 D. 루즈벨트,우리처럼 오랫동안 특권을 향유해 온 사람들은 그것을 쟁취하기 위해 사람이 죽었다는 것을 잊어버린다.,"['특권', '쟁취', '죽음']"
에이브러햄 링컨,"존경을 담은 살인도, 온화한 파괴수단도 없다. 전쟁에 좋은 것이란 존재하지 않는다. 전쟁의 종결을 제외하고.",['전쟁']
헤시오도스,인간은 이웃이 돈을 쌓는 것을 부러워 한다.,"['인간', '이웃']"
실러,"말은 자국, 행위는 침묵, 순종은 맹목이다.","['말(words)', '행위', '순종']"
롱펠로우,우리들은 때때로 인간의 미덕에서 보다도 잘못에서 더 많은 것을 배운다.,"['잘못', '배움']"
처어칠,"초대를 거절하는 것은 매우 좋은 일이지만, 우선 초대를 받을 때까지 기다리는 것도 좋은 일이다.","['초대', '인간관계']"
인도 속담,망했을 때는 친구 집에 가도 좋지만 자매(姉妹) 집에는 가지 말라.,"['친구', '자매']"
독일 속담,"사랑은 매미 같은 것, 당장 마음에서 혓바닥으로 옮겨 간다.","['사랑', '말(words)']"
라 브위에르,사랑의 시작과 종말은 양편이 다 자기 자신의 고독함을 발견했을 때 당황하는 것으로 드러난다.,"['사랑', '고독']"
도스토예프스키,오직 사랑이라고 하는 이른바 순정뿐인 연애에서조차도 사랑의 표현에 관한 요령은 필요한 것이다.,"['사랑', '연애']"
